title,series_type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes
Somebody Feed Phil,SHOW,2018,TV-14,52,documentation,US,tt7752034,8.2,4420
Because This Is My First Life,SHOW,2017,TV-14,56,"comedy, drama, romance",KR,tt7278588,8.2,4168
Sudani from Nigeria,MOVIE,2018,PG,123,"comedy, drama, family, sport",IN,tt7582102,8.2,4159
El marginal,SHOW,2016,TV-MA,54,"crime, drama, action, thriller",AR,tt5820976,8.2,3799
Mystery Science Theater 3000,SHOW,2017,TV-14,86,"scifi, comedy, thriller, drama, horror",US,tt6782014,8.2,3605
Attenborough's Life in Colour,SHOW,2021,TV-PG,51,documentation,GB,tt11053426,8.2,3090
Queer Eye: We're in Japan!,SHOW,2019,TV-14,50,reality,US,tt10971532,8.2,2560
Rookie Historian Goo Hae-Ryung,SHOW,2019,,41,"romance, comedy, drama, history",KR,tt10406128,8.2,1937
Wild District,SHOW,2018,TV-MA,45,"drama, thriller, action, crime",CO,tt8105958,8.2,1898
Just Between Lovers,SHOW,2017,TV-14,73,"drama, romance",KR,tt7521898,8.2,1872
Chef's Table: France,SHOW,2016,TV-14,60,documentation,US,tt6088326,8.2,1723
Medal of Honor,SHOW,2018,TV-MA,55,"documentation, war",US,tt7440274,8.2,1687
WWII in Color: Road to Victory,SHOW,2021,,51,"documentation, history, war",GB,tt16477402,8.2,1362
The Sound of Your Heart,SHOW,2016,,24,"drama, comedy",KR,tt4613520,8.2,1075
The King's Avatar,SHOW,2019,TV-MA,36,"action, fantasy",CN,tt10732794,8.2,1042
Masameer,SHOW,2011,TV-MA,0,"comedy, animation",SA,tt6298258,8.2,677
Cycle,MOVIE,2018,,96,"drama, comedy, animation",IN,tt6627630,8.2,479
Dear My Friends,SHOW,2016,TV-MA,70,"drama, comedy",KR,tt5689030,8.2,355
Julie's Greenroom,SHOW,2017,,26,"comedy, family",US,tt5779222,8.2,328
Dharmakshetra,SHOW,2014,TV-14,44,drama,IN,tt6803712,8.2,247
Children of Shatila,MOVIE,1999,,50,"documentation, history",LB,tt0243174,8.2,74
The Ultimate Braai Master,SHOW,2012,TV-PG,45,reality,ZA,tt3264864,8.2,31
The Writer,SHOW,2019,TV-14,34,"drama, crime",LB,tt10312958,8.2,30
How to Train Your Dragon,MOVIE,2010,PG,98,"fantasy, animation, action, comedy, family, drama",US,tt0892769,8.1,719717
Into the Wild,MOVIE,2007,R,140,drama,US,tt0758758,8.1,611379
Rush,MOVIE,2013,R,123,"drama, action, sport, european","US, DE, GB",tt1979320,8.1,465254
Stand by Me,MOVIE,1986,R,89,drama,US,tt0092005,8.1,392790
The Exorcist,MOVIE,1973,R,133,horror,US,tt0070047,8.1,391942
Lucifer,SHOW,2016,TV-14,47,"scifi, crime, drama, fantasy",US,tt4052886,8.1,308291
Orange Is the New Black,SHOW,2013,TV-MA,59,"drama, comedy, crime",US,tt2372162,8.1,295591
Criminal Minds,SHOW,2005,TV-14,44,"thriller, crime, drama",US,tt0452046,8.1,189191
The End of the F***ing World,SHOW,2017,TV-MA,21,"crime, comedy, drama, romance, thriller",GB,tt6257970,8.1,177868
How to Get Away with Murder,SHOW,2014,TV-14,43,"drama, thriller, crime",US,tt3205802,8.1,146712
Klaus,MOVIE,2019,PG,97,"comedy, family, animation, european",ES,tt4729430,8.1,141480
Rang De Basanti,MOVIE,2006,PG-13,157,"comedy, drama, history, crime",IN,tt0460895,8.1,118092
Bodyguard,SHOW,2018,TV-MA,60,"war, crime, drama, thriller, european",GB,tt7493974,8.1,114446
Lagaan: Once Upon a Time in India,MOVIE,2001,PG,224,"drama, romance, sport",IN,tt0169102,8.1,111053
Swades,MOVIE,2004,G,189,"drama, european","IN, US",tt0367110,8.1,89085
Barfi!,MOVIE,2012,G,151,"drama, comedy, romance",IN,tt2082197,8.1,80643
Zindagi Na Milegi Dobara,MOVIE,2011,PG,166,"comedy, drama",IN,tt1562872,8.1,75801
A Silent Voice: The Movie,MOVIE,2016,PG-13,130,"romance, animation, drama, family",JP,tt5323662,8.1,75132
Dil Chahta Hai,MOVIE,2001,G,183,"drama, comedy, romance",IN,tt0292490,8.1,71167
Star Trek: Deep Space Nine,SHOW,1993,TV-PG,47,"scifi, action, drama",US,tt0106145,8.1,61145
Manhunt,SHOW,2017,TV-14,43,"documentation, crime, thriller, drama",US,tt5618256,8.1,57459
OMG: Oh My God!,MOVIE,2012,G,125,"fantasy, drama, comedy",IN,tt2283748,8.1,57449
Haider,MOVIE,2014,PG-13,150,"drama, action, crime, thriller",IN,tt3390572,8.1,54001
My Octopus Teacher,MOVIE,2020,,84,documentation,"ZA, GB",tt12888462,8.1,51232
Udaan,MOVIE,2010,R,138,drama,IN,tt1639426,8.1,44556
HAPPY!,SHOW,2017,TV-MA,43,"scifi, comedy, thriller, action, crime, fantasy",US,tt2452242,8.1,37747
Talvar,MOVIE,2015,PG,132,"thriller, crime, drama",IN,tt4934950,8.1,34659
Mersal,MOVIE,2017,,169,"thriller, action",IN,tt6485666,8.1,32573
Derek,SHOW,2013,TV-MA,26,"drama, comedy, european",GB,tt2616280,8.1,31976
American Vandal,SHOW,2017,TV-MA,33,"comedy, drama, crime",US,tt6877772,8.1,29972
Seaspiracy,MOVIE,2021,,80,documentation,US,tt14152756,8.1,29604
Wild Wild Country,SHOW,2018,TV-MA,67,"crime, documentation",US,tt7768848,8.1,29298
Minnal Murali,MOVIE,2021,,158,"action, comedy, drama, fantasy, scifi",IN,tt7268738,8.1,24681
Lovesick,SHOW,2014,TV-MA,24,"comedy, european",GB,tt4051832,8.1,19259
The Legend of Bhagat Singh,MOVIE,2002,,155,"drama, history, action",IN,tt0319736,8.1,16225
Bombay,MOVIE,1995,,141,"romance, drama",IN,tt0112553,8.1,12512
Hannah Gadsby: Nanette,MOVIE,2018,,69,"comedy, documentation",AU,tt8465676,8.1,12035
The Trials of Gabriel Fernandez,SHOW,2020,TV-MA,55,"crime, documentation",US,tt11822998,8.1,10982
Bill Burr: Paper Tiger,MOVIE,2019,,67,comedy,"GB, US",tt10847306,8.1,10649
Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,TV-14,25,"animation, comedy, thriller, fantasy, romance, drama",JP,tt8993398,8.1,10400
Dirty Money,SHOW,2018,TV-14,63,"crime, documentation",US,tt7889220,8.1,9099
Start-Up,SHOW,2020,TV-14,80,"drama, comedy, romance",KR,tt12867810,8.1,9021
The Square,MOVIE,2013,,88,"drama, history, documentation","GB, US, EG",tt2486682,8.1,8949
Rita,SHOW,2012,TV-MA,40,"comedy, drama, european",DK,tt1973692,8.1,8718
Voltron: Legendary Defender,SHOW,2016,TV-Y7,24,"action, scifi, animation, comedy, drama, family, fantasy",US,tt5580664,8.1,8706
Sunderland 'Til I Die,SHOW,2018,TV-MA,41,"documentation, sport",GB,tt8914684,8.1,7943
Dorohedoro,SHOW,2020,TV-MA,24,"scifi, horror, animation, action, comedy, fantasy",JP,tt11147852,8.1,7813
Wolf,SHOW,2018,TV-MA,80,"war, drama, action, thriller",TR,tt7146600,8.1,7426
jeen-yuhs,SHOW,2022,TV-MA,93,"documentation, music",US,tt14599438,8.1,7269
Pretend It's a City,SHOW,2021,TV-14,29,"comedy, documentation",US,tt13660958,8.1,7096
Nayattu,MOVIE,2021,,124,"drama, thriller, crime",IN,tt11604676,8.1,6780
Paava Kadhaigal,SHOW,2020,,118,"drama, family",IN,tt13206988,8.1,6628
Documentary Now!,SHOW,2015,TV-14,22,comedy,US,tt4677934,8.1,6445
Cheer,SHOW,2020,TV-MA,56,"documentation, sport, reality",US,tt11426660,8.1,6145
Velvet,SHOW,2014,TV-14,57,"drama, romance, thriller, action, crime, european",ES,tt2955402,8.1,6018
Flowers,SHOW,2016,TV-14,25,"drama, comedy, european",GB,tt5619658,8.1,5468
Chasing Coral,MOVIE,2017,,93,documentation,US,tt6333054,8.1,5143
Richard Pryor: Live in Concert,MOVIE,1979,R,78,"comedy, documentation",US,tt0079807,8.1,5141
Asmaa,MOVIE,2011,,96,drama,EG,tt1826603,8.1,4445
Maya and the Three,SHOW,2021,TV-Y7,131,"comedy, drama, family, fantasy, animation, action",MX,tt8787772,8.1,3597
Uyare,MOVIE,2019,,125,drama,IN,tt9271408,8.1,3522
Qismat,MOVIE,2018,,140,"romance, drama",IN,tt8665634,8.1,3037
Beyond Evil,SHOW,2021,TV-MA,66,"crime, thriller, drama",KR,tt13634872,8.1,2776
Green Eggs and Ham,SHOW,2019,TV-Y7,28,"action, family, fantasy, drama, animation, comedy, romance",US,tt4651448,8.1,2556
Monty Python's Fliegender Zirkus,SHOW,1972,TV-MA,43,comedy,,tt0202477,8.1,2144
Samurai Gourmet,SHOW,2017,,22,comedy,JP,tt6304676,8.1,2053
Law School,SHOW,2021,,60,"crime, drama, thriller",KR,tt13885336,8.1,2024
Bobby Kennedy for President,SHOW,2018,TV-MA,61,"documentation, drama",US,tt8200004,8.1,1759
Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,TV-MA,55,"comedy, documentation",US,tt1422182,8.1,1740
Rising Phoenix,MOVIE,2020,PG-13,105,"documentation, sport",GB,tt10851618,8.1,1659
The Three Deaths of Marisela Escobedo,MOVIE,2020,,109,"crime, documentation",MX,tt13206564,8.1,1641
Terrace House: Boys & Girls in the City,SHOW,2015,TV-14,29,"reality, drama",JP,tt4790546,8.1,1624
The Guest,SHOW,2018,TV-MA,66,"crime, thriller, drama, horror, comedy",KR,tt8801670,8.1,1537
Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,,72,comedy,GB,tt0213984,8.1,1522
Wakfu,SHOW,2008,TV-Y7,22,"action, drama, scifi, fantasy, animation, family, european",FR,tt1807824,8.1,1469
Designated Survivor: 60 Days,SHOW,2019,,74,"war, thriller, drama",KR,tt10340990,8.1,1201
The InBESTigators,SHOW,2019,,19,"crime, family, comedy",AU,tt9332962,8.1,783
The Cartel,SHOW,2008,TV-MA,44,"action, crime, drama, thriller, comedy",CO,tt1260520,8.1,755
The Deep,SHOW,2015,TV-Y7,22,"action, animation, family, scifi",AU,tt4991910,8.1,645
Misty,SHOW,2018,TV-MA,71,"crime, romance, thriller, drama",KR,tt7890244,8.1,596
La esclava blanca,SHOW,2016,TV-MA,41,history,CO,tt5458128,8.1,575
Shaun the Sheep: Adventures from Mossy Bottom,SHOW,2020,TV-Y7,6,"comedy, family, animation",GB,tt11983342,8.1,551
27 Steps of May,MOVIE,2019,,112,drama,ID,tt9695156,8.1,466
The Rational Life,SHOW,2021,,45,"drama, romance",CN,tt14376958,8.1,445
Brainchild,SHOW,2018,TV-Y7,25,"documentation, family",US,tt9203042,8.1,415
Pui Pui Molcar,SHOW,2021,TV-Y7,2,"animation, comedy, family",JP,tt14202738,8.1,335
El testigo,MOVIE,2018,,76,documentation,,tt9149838,8.1,210
"Wait, My Youth",SHOW,2019,TV-PG,36,"drama, romance",CN,tt12071466,8.1,121
The Imitation Game,MOVIE,2014,PG-13,113,"thriller, drama, war","US, GB",tt2084970,8,748654
Casino Royale,MOVIE,2006,,139,"thriller, action, european","GB, US, BS, CZ, DE",tt0381061,8,644336
The Bourne Ultimatum,MOVIE,2007,PG-13,115,"thriller, action","DE, ES, US, FR",tt0440963,8,627009
Her,MOVIE,2013,R,126,"drama, romance, scifi",US,tt1798709,8,586679
Blade Runner 2049,MOVIE,2017,R,164,"scifi, thriller, action, drama","CA, HU, MX, ES, GB, US",tt1856101,8,539864
Blood Diamond,MOVIE,2006,R,143,"thriller, drama","US, DE",tt0450259,8,536858
Big Fish,MOVIE,2003,PG-13,125,"drama, fantasy, romance",US,tt0319061,8,435503
Squid Game,SHOW,2021,TV-MA,54,"action, drama, thriller",KR,tt10919420,8,416738
Life of Brian,MOVIE,1979,R,94,comedy,GB,tt0079470,8,392419
The Blacklist,SHOW,2013,TV-14,43,"drama, crime, thriller",US,tt2741602,8,238138
Ip Man,MOVIE,2008,R,108,"drama, fantasy, action, history","HK, CN",tt1220719,8,221095
The Umbrella Academy,SHOW,2019,TV-14,52,"comedy, drama, fantasy, scifi, action",US,tt1312171,8,202522
The Invisible Guest,MOVIE,2017,R,107,"thriller, crime, drama, european",ES,tt4857264,8,170351
B\\u0101hubali: The Beginning,MOVIE,2015,PG-13,159,"drama, action, fantasy",IN,tt2631186,8,117333
Unorthodox,SHOW,2020,TV-MA,54,drama,DE,tt7607544,8,74118
Dead to Me,SHOW,2019,TV-MA,31,"drama, crime, comedy",US,tt9889712,8,73110
Marco Polo,SHOW,2014,TV-MA,55,"action, drama, history, documentation",US,tt2189461,8,71229
G.O.R.A.,MOVIE,2004,PG-13,127,"scifi, comedy",TR,tt0384116,8,61797
Special 26,MOVIE,2013,,144,"thriller, crime, drama",IN,tt2377938,8,55489
Travelers,SHOW,2016,TV-MA,45,"scifi, drama, thriller, crime",CA,tt5651844,8,54566
Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,,87,"scifi, action, drama, fantasy, animation",JP,tt0169858,8,51938
Don't F**k with Cats: Hunting an Internet Killer,SHOW,2019,TV-MA,62,"crime, documentation","US, GB",tt11318602,8,50250
GLOW,SHOW,2017,TV-MA,34,"drama, comedy, sport, reality",US,tt0784878,8,44751
Vizontele,MOVIE,2001,,110,"comedy, drama",TR,tt0270053,8,36291
The Mechanism,SHOW,2018,TV-MA,47,"drama, thriller, crime",BR,tt6873658,8,36077
F is for Family,SHOW,2015,TV-MA,28,"comedy, animation, drama",US,tt4326894,8,36050
Dave Chappelle: The Closer,MOVIE,2021,,72,comedy,US,tt15523010,8,24903
Silenced,MOVIE,2011,,125,drama,KR,tt2070649,8,15889
Toradora!,SHOW,2008,TV-14,30,"animation, romance, comedy, drama",JP,tt1279024,8,14307
Dasvi,MOVIE,2022,,125,"drama, comedy",IN,tt14107554,8,13140
Comedians in Cars Getting Coffee,SHOW,2012,TV-14,20,"comedy, family, animation",US,tt2314952,8,12363
Ankhon Dekhi,MOVIE,2014,,104,"drama, comedy",IN,tt3620858,8,11330
Tabula Rasa,SHOW,2017,TV-MA,52,"drama, horror, thriller, european",BE,tt5197860,8,10161
Turning Point: 9/11 and the War on Terror,SHOW,2021,TV-14,62,"war, history, documentation",US,tt15260794,8,8881
Explained,SHOW,2018,TV-MA,21,documentation,US,tt8005374,8,8831
The Billion Dollar Code,SHOW,2021,TV-MA,67,"drama, thriller, crime",DE,tt15392100,8,7313
The Alpinist,MOVIE,2021,PG-13,92,documentation,"US, AT, GB",tt11790780,8,7192
Down to Earth with Zac Efron,SHOW,2020,TV-PG,39,"documentation, history, reality",US,tt12585152,8,6446
Decoupled,SHOW,2021,TV-MA,30,"comedy, drama",IN,tt14167338,8,6379
Waiting for the Hearse,MOVIE,1985,,87,comedy,AR,tt0089108,8,6285
Aunty Donna's Big Ol House of Fun,SHOW,2020,TV-MA,20,comedy,AU,tt13316746,8,6140
Aggretsuko,SHOW,2018,TV-14,16,"animation, music, romance, comedy, drama",JP,tt8019444,8,6005
Angamaly Diaries,MOVIE,2017,,132,"action, drama, comedy, thriller",IN,tt6167894,8,5901
Sorry to Disturb,MOVIE,2008,,116,"thriller, comedy, drama, romance",EG,tt1282371,8,5824
The Uncanny Counter,SHOW,2020,TV-14,64,"drama, action, fantasy, horror",KR,tt13273826,8,5552
The Toys That Made Us,SHOW,2017,TV-14,45,"documentation, comedy, history",US,tt7053920,8,5545
Jim Jefferies: Bare,MOVIE,2014,R,76,comedy,US,tt3958494,8,5407
"The Mind, Explained",SHOW,2019,TV-14,21,documentation,US,tt10810430,8,5230
Romance Is a Bonus Book,SHOW,2019,,64,"comedy, drama, romance",KR,tt9130542,8,5034
Cardcaptor Sakura,SHOW,1998,TV-Y7,25,"scifi, comedy, drama, family, fantasy, romance, animation, action",JP,tt0221735,8,4936
Kengan Ashura,SHOW,2019,TV-MA,24,"animation, action, sport",JP,tt9058134,8,4719
Luis Miguel: The Series,SHOW,2018,TV-14,56,"drama, romance, history, music",MX,tt8045690,8,4556
A Korean Odyssey,SHOW,2017,TV-MA,75,"comedy, romance, fantasy, horror",KR,tt7099334,8,4535
Hitler's Circle of Evil,SHOW,2018,TV-14,52,"documentation, war, history",GB,tt6600720,8,4241
I Am Kalam,MOVIE,2010,G,88,"comedy, drama, family",IN,tt1805263,8,4166
Jeff Dunham: Arguing with Myself,MOVIE,2006,PG-13,76,"comedy, documentation",US,tt0806102,8,3984
The Battered Bastards of Baseball,MOVIE,2014,R,80,"documentation, sport",US,tt3445270,8,3953
Gl\\363ria,SHOW,2021,TV-MA,44,"drama, history, thriller",PT,tt13064634,8,3941
Black,SHOW,2017,TV-MA,78,"scifi, drama, action, thriller, horror, romance, crime, fantasy",KR,tt6380900,8,3665
The Trailer Park Boys Xmas Special,MOVIE,2004,,57,comedy,CA,tt0439856,8,3422
Mike Birbiglia: My Girlfriend's Boyfriend,MOVIE,2013,,75,"drama, documentation, comedy, romance",US,tt2937390,8,3284
Paquita Salas,SHOW,2016,,26,"comedy, european",ES,tt5866074,8,3087
"Take the Ball, Pass the Ball",MOVIE,2018,,107,"documentation, sport, european",ES,tt9135854,8,3064
Man Like Mobeen,SHOW,2017,TV-MA,22,comedy,GB,tt7639280,8,2664
The Innocence Files,SHOW,2020,TV-MA,64,"documentation, crime, drama",US,tt11958922,8,2622
La Reina del Sur,SHOW,2011,TV-MA,42,"drama, action, crime, thriller",MX,tt1704637,8,2445
Cinema Bandi,MOVIE,2021,,98,"comedy, drama",IN,tt14558738,8,2416
When the Camellia Blooms,SHOW,2019,,55,"comedy, drama, romance, thriller",KR,tt10826064,8,2371
Sinatra: All or Nothing at All,SHOW,2015,TV-14,122,"documentation, music",US,tt3838978,8,2354
Love O2O,SHOW,2016,TV-14,45,"drama, romance",CN,tt6092878,8,2322
Juvenile Justice,SHOW,2022,TV-MA,61,"drama, crime",KR,tt15553922,8,2163
Put Your Head on My Shoulder,SHOW,2019,TV-Y7,40,"drama, romance, comedy",CN,tt10265158,8,2063
The Silence of Others,MOVIE,2019,,95,"documentation, history, european","FR, ES, US, CA",tt8099236,8,2048
Mystic Pop-up Bar,SHOW,2020,,69,"scifi, comedy, fantasy",KR,tt12246190,8,1977
Hi Score Girl,SHOW,2018,TV-PG,27,"action, animation, comedy, romance",JP,tt8963328,8,1952
Shot in the Dark,SHOW,2017,TV-MA,35,"reality, documentation, thriller",US,tt10478382,8,1770
Sillu Karupatti,MOVIE,2019,G,138,"drama, romance",IN,tt9614988,8,1723
Newton's Cradle,SHOW,2021,TV-14,41,"drama, thriller",EG,tt11703922,8,1565
"Hi Bye, Mama!",SHOW,2020,,61,"scifi, comedy, drama, fantasy",KR,tt11804034,8,1561
A Love So Beautiful,SHOW,2017,TV-14,41,"drama, comedy, romance",CN,tt8434720,8,1386
Dogs,SHOW,2018,TV-PG,50,documentation,US,tt0262158,8,1269
Live Up To Your Name,SHOW,2017,TV-MA,69,"drama, fantasy, romance",KR,tt7094874,8,1224
Sebastian Maniscalco: What's Wrong with People?,MOVIE,2012,,75,comedy,US,tt2215489,8,1194
Manu,MOVIE,2018,,182,"thriller, romance",IN,tt6615648,8,1073
The Sound of Magic,SHOW,2022,TV-14,69,"drama, fantasy, music",KR,tt14460684,8,982
The Crowned Clown,SHOW,2019,TV-14,75,"action, history, romance, drama",KR,tt9266592,8,880
A Little Thing Called First Love,SHOW,2019,,42,"comedy, romance, drama",CN,tt11152058,8,366
Old Thieves: The Legend of Artegio,MOVIE,2007,,97,"documentation, crime",MX,tt1020042,8,314
Bending the Arc,MOVIE,2017,,102,documentation,US,tt6370266,8,314
"Los Brice\\361o, una familia todo terreno",SHOW,2019,,46,drama,US,tt10348478,8,133
Back to 1989,SHOW,2016,TV-14,44,"scifi, drama",TW,tt6273088,8,106
Cleo & Cuquin,SHOW,2018,TV-Y,7,"animation, family","ES, US",tt7956374,8,98
A Thousand Goodnights,SHOW,2019,,84,drama,TW,tt10370952,8,93
Two Fathers,SHOW,2013,TV-14,44,"comedy, drama",TW,tt6707142,8,54
The Rise of Kirmada,MOVIE,2012,G,68,animation,IN,tt6543070,8,53
Luo Bao Bei,SHOW,2018,TV-Y,11,animation,,tt7192414,8,38
Marriage Story,MOVIE,2019,R,136,"drama, romance, comedy",GB,tt7653254,7.9,290643
Altered Carbon,SHOW,2018,TV-MA,52,"scifi, thriller, action, drama",US,tt2261227,7.9,162018
The Sinner,SHOW,2017,TV-MA,45,"crime, thriller, drama",US,tt6048596,7.9,117055
The OA,SHOW,2016,TV-MA,55,"scifi, drama, fantasy",US,tt4635282,7.9,100911
Merlin,SHOW,2008,TV-PG,44,"action, scifi, drama, fantasy, european",GB,tt1199099,7.9,80138
Big Mouth,SHOW,2017,TV-MA,27,"animation, comedy, romance",US,tt6524350,7.9,74660
Kal Ho Naa Ho,MOVIE,2003,PG,186,"drama, comedy, romance",IN,tt0347304,7.9,68028
Santa Clarita Diet,SHOW,2017,TV-MA,29,"comedy, horror",US,tt5580540,7.9,64467
Jab We Met,MOVIE,2007,PG-13,138,"comedy, drama, romance",IN,tt1093370,7.9,51945
The Borgias,SHOW,2011,TV-MA,51,"drama, history, romance, crime","CA, HU, US",tt1582457,7.9,50556
Bloodline,SHOW,2015,TV-MA,57,"drama, thriller",US,tt0219432,7.9,50028
Icarus,MOVIE,2017,,121,"documentation, thriller, sport",US,tt6333060,7.9,48672
Into the Badlands,SHOW,2015,TV-14,43,"action, drama",US,tt3865236,7.9,45628
The Spy,SHOW,2019,TV-MA,53,"drama, history",FR,tt5952634,7.9,40535
Resurrection: Ertugrul,SHOW,2014,TV-14,57,"war, action, drama, history",TR,tt4320258,7.9,35515
How to Sell Drugs Online (Fast),SHOW,2019,TV-MA,32,"drama, comedy, crime, romance",DE,tt9184994,7.9,30734
Dev.D,MOVIE,2009,PG-13,144,"drama, romance, comedy",IN,tt1327035,7.9,30389
The Seven Deadly Sins,SHOW,2014,TV-14,24,"action, scifi, comedy, fantasy, animation",JP,tt3909224,7.9,30341
Lilyhammer,SHOW,2012,TV-MA,45,"crime, comedy, drama",NO,tt1958961,7.9,29196
Queen of the South,SHOW,2016,TV-MA,42,"drama, thriller, action, crime",US,tt1064899,7.9,28537
Pad Man,MOVIE,2018,PG-13,140,"comedy, drama",IN,tt7218518,7.9,25269
Secret Superstar,MOVIE,2017,,150,"drama, music",IN,tt6108090,7.9,24046
Rise of Empires: Ottoman,SHOW,2020,,45,"documentation, drama, history, war, action",TR,tt9244578,7.9,22045
I Am Not Your Negro,MOVIE,2017,R,93,"documentation, history, european","BE, FR, US",tt5804038,7.9,21632
Medici: Masters of Florence,SHOW,2016,TV-14,54,"war, drama, history, romance, thriller, european","GB, IT",tt5057130,7.9,18575
Ricky Gervais: Humanity,MOVIE,2018,R,79,comedy,GB,tt7830574,7.9,18523
Versailles,SHOW,2015,TV-MA,54,"drama, history, romance, war, documentation, comedy, european","CA, FR",tt3830558,7.9,16273
InuYasha,SHOW,2000,TV-14,25,"action, comedy, scifi, animation, drama, fantasy, romance",JP,tt0290223,7.9,15823
On My Block,SHOW,2018,TV-14,29,"comedy, drama",US,tt7879820,7.9,15642
Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,"comedy, documentation",GB,tt0084352,7.9,15186
Suburra: Blood on Rome,SHOW,2017,TV-MA,48,"crime, action, european",IT,tt7197684,7.9,14346
KILL la KILL,SHOW,2013,TV-MA,25,"action, scifi, fantasy, animation, comedy, drama",JP,tt3114390,7.9,13372
Free to Play,MOVIE,2014,,75,"documentation, action","UA, US, CN, DE, SG",tt3203290,7.9,13308
Boys Over Flowers,SHOW,2009,TV-14,64,"comedy, drama, romance",KR,tt1370334,7.9,11579
I Think You Should Leave with Tim Robinson,SHOW,2019,TV-MA,16,comedy,US,tt10050772,7.9,11411
Shyam Singha Roy,MOVIE,2021,,157,"drama, romance, horror, thriller",IN,tt13349716,7.9,10903
Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,TV-14,50,documentation,US,tt10837476,7.9,10776
John Mulaney: The Comeback Kid,MOVIE,2015,PG,62,"comedy, documentation",US,tt5069564,7.9,8471
The Club,SHOW,2021,TV-14,47,"drama, comedy",TR,tt13317582,7.9,7810
John Mulaney: Kid Gorgeous at Radio City,MOVIE,2018,R,65,comedy,US,tt8271714,7.9,7696
Aranyak,SHOW,2021,TV-MA,41,"crime, thriller, drama",IN,tt14167344,7.9,7629
Transformers: Prime,SHOW,2010,TV-Y7,22,"action, comedy, drama, family, scifi, animation",US,tt1659175,7.9,6500
